Plant_ID,Scientific Name,NPSOT Propagation Common Name,NPSOT Propagation Materials,NPSOT Propagation Treatment Tags,NPSOT Propagation Public Note,NPSOT Propagation Source URL,NPSOT Propagation References
Sphaeralcea angustifolia,Sphaeralcea angustifolia,Narrowleaf Globemallow,Seed | Stem,Scarification | Stratification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Scarification | Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sphaeralcea-incan/,https://pfaf.org/User/Plant.aspx?LatinName=Sphaeralcea+angustifolia#:~:text=Plant%20Propagation | https://greg.app/narrowleaf-globemallow-overview/#:~:text=%F0%9F%8C%B1%20Seed%20Propagation | https://propagate.one/how-to-propagate-sphaeralcea-angustifolia/ | https://www.nrcs.usda.gov/plantmaterials/txpmcbr13181.pdf
Sphenopholis obtusata,Sphenopholis obtusata,Prairie Wedgescale,Seed,No Treatment | Scarification,Materials listed: Seed. Treatment tags listed: No Treatment | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sphenopholis-obtusata/,https://www.prairiemoon.com/sphenopholis-obtusata-prairie-wedgegrass#panel-planting | https://propagate.one/how-to-propagate-sphenopholis-obtusata/
Sporobolus airoides,Sporobolus airoides,Alkali Sacaton,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sporobolus-airoides/,https://pfaf.org/user/Plant.aspx?LatinName=Sporobolus+airoides#:~:text=Plant%20Propagation
Sporobolus cryptandrus,Sporobolus cryptandrus,Sand Dropseed,Seed | Clump,Stratification | Scarification | No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: Stratification | Scarification | No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sporobolus-cryptandrus/,https://www.sciencedirect.com/science/article/pii/S2351989421004923#:~:text=The%20thousand%2Dseed%20weight%20of | https://www.nrcs.usda.gov/plantmaterials/stpmcpg12942.pdf | https://pfaf.org/user/Plant.aspx?LatinName=Sporobolus+cryptandrus#:~:text=Plant%20Propagation
Stenaria nigricans,Stenaria nigricans,Prairie Bluet,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/stenaria-nigricans/,https://warcapps.usgs.gov/PlantID/Species/Details/3123
Styphnolobium affine,Styphnolobium affine,Eve’s Necklace,Seed,Scarification,Materials listed: Seed. Treatment tags listed: Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/styphnolobium-affine/,https://www.wildflower.org/plants/result.php?id_plant=STAF4
Symphoricarpos orbiculatus,Symphoricarpos orbiculatus,Coralberry,Softwood | Seed | Semi-harwood | Stem,Cutting | Stratification | Scarification | Layering,Materials listed: Softwood | Seed | Semi-harwood | Stem. Treatment tags listed: Cutting | Stratification | Scarification | Layering. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/symphoricarpos-orbiculatus/,https://earthone.io/plant/symphoricarpos%20orbiculatus | https://www.wildflower.org/plants/result.php?id_plant=SYOR | https://www.epicgardening.com/coralberry/
Symphyotrichum drummondii var. texanum,Symphyotrichum drummondii var. texanum,Texas Aster,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/symphyotrichum-drummondii-var-texanum/,https://www.picturethisai.com/care/propagate/Symphyotrichum_drummondii_var._texanum.html
Symphyotrichum ericoides,Symphyotrichum ericoides,Heath Aster,Seed | Stem | Clump,No Treatment | Cutting | Division,Materials listed: Seed | Stem | Clump. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/symphyotrichum-ericoides/,https://gardenerspath.com/plants/flowers/grow-heath-asters/#:~:text=By%20early%20summer%2C%20you%20can
Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,Lanceleaf Aster,Clump | Seed,Division | Stratification | No Treatment,Materials listed: Clump | Seed. Treatment tags listed: Division | Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/symphyotrichum-lanceolatum/,https://earthone.io/plant/symphyotrichum%20lanceolatum | https://plants.usda.gov/DocumentLibrary/plantguide/pdf/pg_sylal4.pdf | https://friendsofeloisebutler.org/pages/plants/whitepanicleaster.html
Symphyotrichum lateriflorum,Symphyotrichum lateriflorum,Calico Aster,Bud | Seed | Stem,Division | No Treatment | Cutting,Materials listed: Bud | Seed | Stem. Treatment tags listed: Division | No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/symphyotrichum-lateriflorum/,https://greg.app/propagate-calico-aster/#:~:text=Best%20Time%20to%20Propagate%20%F0%9F%8C%B1 | https://gardenerspath.com/plants/flowers/grow-calico-aster/#Propagation | https://www.fellabees.com/shop/p/56c8zhm059g5gdos0p21ee3kxs5sqj
Symphyotrichum oblongifolium,Symphyotrichum oblongifolium,Fall Aster,Seed | Rhizome,No Treatment | Stratification | Division,Materials listed: Seed | Rhizome. Treatment tags listed: No Treatment | Stratification | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/symphyotrichum-oblongifolium/,https://plants.usda.gov/DocumentLibrary/factsheet/pdf/fs_syob.pdf | https://growitbuildit.com/aromatic-aster-symphyotrichum-oblongifolium/#:~:text=Aromatic%20Aster%20can%20also%20be
Symphyotrichum patens,Symphyotrichum patens,Late Purple Aster,Stem | Clump division | Seed,Cutting | Division | No Treatment,Materials listed: Stem | Clump division | Seed. Treatment tags listed: Cutting | Division | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/symphyotrichum-patens/,https://www.picturethisai.com/care/propagate/Symphyotrichum_patens.html# | https://gardenerspath.com/plants/flowers/save-aster-seeds/
Symphyotrichum praealtum,Symphyotrichum praealtum,Willowleaf Aster,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/symphyotrichum-praealtum/,https://www.fellabees.com/shop/p/iey7qnrv7w75xf6a1k0etlc6df6my1 | https://www.prairiemoon.com/symphyotrichum-praealtum-willow-aster#panel-planting | https://www.picturethisai.com/care/propagate/Symphyotrichum_praealtum.html
Taxodium distichum,Taxodium distichum,Bald Cypress,Seed | Stem,Scarification | Cutting | Stratification,Materials listed: Seed | Stem. Treatment tags listed: Scarification | Cutting | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/taxodium-distichum/,https://gardentask.uk/bald-cypress-taxodium-distichum/#:~:text=Learn%20How%20to%20Propagate%20the | https://earthone.io/plant/taxodium%20distichum | https://www.treeseedonline.com/store/p105/Swamp_Cypress_%28taxodium_distichum%29.html#:~:text=Several%20different%20methods%20are%20possible | https://forums.botanicalgarden.ubc.ca/threads/bald-cypress-taxodium-distichum-seeds.46370/
Tetragonotheca texana,Tetragonotheca texana,Squarebud Daisy,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/tetragonotheca-texana/,https://www.picturethisai.com/wiki/Tetragonotheca_texana.html#:~:text=Propagation:%20To%20propagate%20nerve%2Dray
Tetraneuris scaposa,Tetraneuris scaposa,Four-nerve Daisy,Seed | Stem | Clump,No Treatment | Cutting | Division,Materials listed: Seed | Stem | Clump. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/tetraneuris-scaposa/,https://www.wildflower.org/plants/result.php?id_plant=TESC2 | https://davesgarden.com/guides/pf/go/53549 | https://www.picturethisai.com/care/Tetraneuris_scaposa.html#:~:text=Propagation%20Time:%20Spring%2C%20Summer | https://propagate.one/how-to-propagate-tetraneuris-scaposa/ | https://www.picturethisai.com/care/propagate/Tetraneuris_scaposa.html
Teucrium canadense,Teucrium canadense,American Germander,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/teucrium-canadense/,https://pfaf.org/user/Plant.aspx?LatinName=Teucrium+canadense#:~:text=Plant%20Propagation
Thelesperma filifolium,Thelesperma filifolium,Greenthread,Seed | Stem,No Treatment | Stratification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/thelesperma-filifolium/,https://www.everwilde.com/store/Greenthread-Wildflower-Seeds.html | https://plantiary.com/plant/thelesperma-filifolium_4424.html#:~:text=The%20propagation%20of%20this%20plant | https://www.gardenia.net/plant/thelesperma-filifolium
Thelesperma simplicifolium,Thelesperma simplicifolium,Navajo Tea,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/thelesperma-simplicifolium/,https://greg.app/slender-greenthread-overview/#:~:text=%F0%9F%8C%B1%20Seed%20Propagation%20Methods
Pelazoneuron kunthii,Pelazoneuron kunthii,Wood Fern,Rhizome | Spores,Division | No Treatment,Materials listed: Rhizome | Spores. Treatment tags listed: Division | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/thelypteris-kunthii/,https://propagate.one/how-to-propagate-thelypteris-kunthii/ | https://www.chestateefarms.com/post/southern-shield-fern-thelypteris-kunthii-a-tough-elegant-native-for-atlanta-s-zone-7#
Thymophylla pentachaeta,Thymophylla pentachaeta,Parralena,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/thymophylla-pentachaeta/,https://earthone.io/plant/thymophylla%20pentachaeta | https://horticultureunlimited.com/thymophylla-pentahaeta/#:~:text=Thymophylla%20pentachaeta%20%2D%20Horticulture%20Unlimited
Tinantia anomala,Tinantia anomala,False Dayflower,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/tinantia-anomala/,https://www.picturethisai.com/wiki/Tinantia_anomala.html | https://www.wildflower.org/plants/result.php?id_plant=TIAN
Tradescantia gigantea,Tradescantia gigantea,Giant Spiderwort,Stem,Layering | Cutting,Materials listed: Stem. Treatment tags listed: Layering | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/tradescantia-gigantea/,https://plantsmith.co.uk/how-to-propagate-tradescantia/#:~:text=Propagate%20in%20soil | https://propagate.one/how-to-propagate-tradescantia-gigantea/
Tradescantia hirsutiflora,Tradescantia hirsutiflora,Hairyflower Spiderwort,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/tradescantia-hirsutiflora/,https://warcapps.usgs.gov/PlantID/Species/Details/804#:~:text=Tradescantia%20is%20easily%20propagated%20by | https://plantiary.com/plant/tradescantia-hirsutiflora_4412.html#:~:text=Propagation:%20Tradescantia%20hirsutiflora%20can%20be
Tradescantia occidentalis,Tradescantia occidentalis,Prairie Spiderwort,Stem,Cutting,Materials listed: Stem. Treatment tags listed: Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/tradescantia-occidentalis/,https://www.picturethisai.com/care/propagate/Tradescantia_occidentalis.html
