Plant_ID,Scientific Name,recordID,scientificName,acceptedName,commonName,regionGroup,primaryMicroregion,fineHabitatTags,fineHabitatSummary,moistureWaterLight,wetlandStatusSummary,confidence,reviewNeeded,publicStatus,publicationNote,sourceUseNote,datasetVersion,lastUpdated,onlineSlug,lbjProfileURL,usdaPlantsURL,fnaSearchURL,fnaDirectCandidateURL,wetlandPlantListURL,nrcsWebSoilSurveyURL,nrcsEDITURL,epaEcoregionsURL,tpwdEMSURL,secondaryMicroregions
Commelina erecta,Commelina erecta,62,Commelina erecta,Commelina erecta,"Dayflower, Widow's Tears, White-mouth Dayflower, Whitemouth Dayflower",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Dry; Part Shade,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FAC FAC FACU FAC UPL FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,commelina-erecta,https://www.wildflower.org/plants/result.php?id_plant=COER,https://plants.usda.gov/home/basicSearchResults?searchString=Commelina+erecta,https://floranorthamerica.org/Special:Search?search=Commelina+erecta,https://floranorthamerica.org/Commelina_erecta,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland
Conoclinium coelestinum,Conoclinium coelestinum,63 | 64,Conoclinium coelestinum,Conoclinium coelestinum,"Blue Mistflower, Wild Ageratum, Blue Boneset | Gregg's Mistflower , Palmleaf Thoroughwort, Palm-leaf Mistflower, Palm-leaf Thoroughwort, Purple Palmleaf Mistflower, Purple Palmleaf Eupatorium",Riparian and floodplain systems,Riparian Banks,stream/river bank; marsh/swamp/wetland; limestone/caliche/calcareous; deep clay/swale; woodland/wood edge; disturbed/roadside/ditch; moist mesic; sunny open; shade/part shade,wood margins/stream banks/low woods/wet meadows/ditches,"Moist; Medium; Sun , Part Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FACW FACW FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,conoclinium-coelestinum,https://www.wildflower.org/plants/result.php?id_plant=COCO13,https://plants.usda.gov/home/basicSearchResults?searchString=Conoclinium+coelestinum,https://floranorthamerica.org/Special:Search?search=Conoclinium+coelestinum,https://floranorthamerica.org/Conoclinium_coelestinum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland; Ecotone / Edge Thicket; Deep Clay Prairie
Coreopsis basalis,Coreopsis basalis,65,Coreopsis basalis,Coreopsis basalis,"Goldenmane Tickseed, Golden-wave",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Dry; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,coreopsis-basalis,https://www.wildflower.org/plants/result.php?id_plant=COBA2,https://plants.usda.gov/home/basicSearchResults?searchString=Coreopsis+basalis,https://floranorthamerica.org/Special:Search?search=Coreopsis+basalis,https://floranorthamerica.org/Coreopsis_basalis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Coreopsis lanceolata,Coreopsis lanceolata,66,Coreopsis lanceolata,Coreopsis lanceolata,"Lanceleaf Coreopsis, Lance-leaved Coreopsis, Lanceleaf Tickseed, Sand Coreopsis",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry; Medium; Sun , Part Shade , Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: UPL FACU FACU FACU UPL FACU FACU UPL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,coreopsis-lanceolata,https://www.wildflower.org/plants/result.php?id_plant=COLA5,https://plants.usda.gov/home/basicSearchResults?searchString=Coreopsis+lanceolata,https://floranorthamerica.org/Special:Search?search=Coreopsis+lanceolata,https://floranorthamerica.org/Coreopsis_lanceolata,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Croton texensis,Croton texensis,67,Croton texensis,Croton texensis,"Texas Croton, Doveweed, Texas Goatweed",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,croton-texensis,https://www.wildflower.org/plants/result.php?id_plant=CRTE4,https://plants.usda.gov/home/basicSearchResults?searchString=Croton+texensis,https://floranorthamerica.org/Special:Search?search=Croton+texensis,https://floranorthamerica.org/Croton_texensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Dalea aurea,Dalea aurea,68,Dalea aurea,Dalea aurea,"Golden Dalea, Golden Prairie Clover",Upland prairie and open grassland systems,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,Dry; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,dalea-aurea,https://www.wildflower.org/plants/result.php?id_plant=DAAU,https://plants.usda.gov/home/basicSearchResults?searchString=Dalea+aurea,https://floranorthamerica.org/Special:Search?search=Dalea+aurea,https://floranorthamerica.org/Dalea_aurea,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Dalea purpurea,Dalea purpurea,69,Dalea purpurea,Dalea purpurea,Purple Prairie Clover,Upland prairie and open grassland systems,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,Dry; Low; Sun; High,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,dalea-purpurea,https://www.wildflower.org/plants/result.php?id_plant=DAPU5,https://plants.usda.gov/home/basicSearchResults?searchString=Dalea+purpurea,https://floranorthamerica.org/Special:Search?search=Dalea+purpurea,https://floranorthamerica.org/Dalea_purpurea,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Datura wrightii,Datura wrightii,70,Datura wrightii,Datura wrightii,"Jimsonweed, Sacred Thorn-apple, Thorn-apple, Angel Trumpet, Sacred Datura, Western Jimson Weed",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry; Medium; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: UPL UPL UPL FACU UPL UPL FACU FACU UPL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,datura-wrightii,https://www.wildflower.org/plants/result.php?id_plant=DAWR2,https://plants.usda.gov/home/basicSearchResults?searchString=Datura+wrightii,https://floranorthamerica.org/Special:Search?search=Datura+wrightii,https://floranorthamerica.org/Datura_wrightii,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Deep Clay Prairie; Upland Woodland; Karst Outcrops
Delphinium carolinianum,Delphinium carolinianum,71,Delphinium carolinianum,Delphinium carolinianum,"Larkspur, Carolina larkspur",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Dry; Low; Part Shade,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,delphinium-carolinianum,https://www.wildflower.org/plants/result.php?id_plant=DECA3,https://plants.usda.gov/home/basicSearchResults?searchString=Delphinium+carolinianum,https://floranorthamerica.org/Special:Search?search=Delphinium+carolinianum,https://floranorthamerica.org/Delphinium_carolinianum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Deep Clay Prairie; Shallow Upland Prairie
Desmanthus illinoensis,Desmanthus illinoensis,72,Desmanthus illinoensis,Desmanthus illinoensis,"Illinois Bundleflower, Bundleflower, Prairie Bundle Flower, Prickleweed, Illinois Desmanthus, Prairie Mimosa",Upland prairie and open grassland systems,Shallow Upland Prairie,dry upland prairie slope,dry upland prairie slope,Moist; Medium; Sun; Medium,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACU FAC FACU FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,desmanthus-illinoensis,https://www.wildflower.org/plants/result.php?id_plant=DEIL,https://plants.usda.gov/home/basicSearchResults?searchString=Desmanthus+illinoensis,https://floranorthamerica.org/Special:Search?search=Desmanthus+illinoensis,https://floranorthamerica.org/Desmanthus_illinoensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Riparian Banks
Dichondra carolinensis,Dichondra carolinensis,73,Dichondra carolinensis,Dichondra carolinensis,"Carolina Ponyfoot, Ponyfoot",Savanna and woodland-edge systems,Upland Savanna,woodland/wood edge; dry upland; shade/part shade,pine-oak savannas and woods; high light; dry loamy soil,,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACW FAC FAC FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,dichondra-carolinensis,https://www.wildflower.org/plants/result.php?id_plant=DICA3,https://plants.usda.gov/home/basicSearchResults?searchString=Dichondra+carolinensis,https://floranorthamerica.org/Special:Search?search=Dichondra+carolinensis,https://floranorthamerica.org/Dichondra_carolinensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland; Shallow Upland Prairie
Dracopis amplexicaulis,Dracopis amplexicaulis,74,Dracopis amplexicaulis,Dracopis amplexicaulis,"Clasping Coneflower, Clasping-leaf Coneflower",Woodland and karst upland systems,Mesic Canyons & Seeps,ravine/canyon/depression; limestone/caliche/calcareous; deep clay/swale; disturbed/roadside/ditch; moist mesic; shade/part shade,"ditches/ravines/depressions, moist/high water",Moist; High; Part Shade; Medium,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACW FAC FAC FACU FACU FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,dracopis-amplexicaulis,https://www.wildflower.org/plants/result.php?id_plant=DRAM,https://plants.usda.gov/home/basicSearchResults?searchString=Dracopis+amplexicaulis,https://floranorthamerica.org/Special:Search?search=Dracopis+amplexicaulis,https://floranorthamerica.org/Dracopis_amplexicaulis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Deep Clay Prairie; Riparian Banks
